Source,Target
71,31
79,31
85,31
99,31
6,32
13,32
15,32
21,32
31,32
39,32
47,32
49,32
64,32
100,32
106,32
1,33
19,33
25,33
37,33
45,33
89,33
103,33
105,33
109,33
115,33
12,34
18,34
26,34
31,34
35,34
42,34
54,34
61,34
71,34
94,34
99,34
19,35
29,35
30,35
34,35
44,35
55,35
79,35
92,35
94,35
101,35
115,35
12,36
18,36
19,36
20,36
37,36
43,36
58,36
59,36
1,37
25,37
33,37
36,37
45,37
80,37
89,37
95,37
103,37
105,37
109,37
12,38
14,38
16,38
18,38
26,38
28,38
39,38
43,38
54,38
71,38
85,38
6,39
13,39
15,39
32,39
38,39
47,39
54,39
60,39
82,39
100,39
106,39
3,40
7,40
41,40
51,40
52,40
72,40
74,40
81,40
98,40
102,40
107,40
4,41
8,41
9,41
16,41
23,41
40,41
67,41
93,41
104,41
115,41
18,42
26,42
29,42
34,42
43,42
57,42
63,42
12,43
14,43
26,43
31,43
36,43
38,43
42,43
61,43
70,43
79,43
85,43
19,44
30,44
35,44
45,44
48,44
57,44
66,44
75,44
86,44
91,44
112,44
1,45
13,45
25,45
33,45
37,45
44,45
62,45
89,45
103,45
105,45
109,45
21,46
47,46
49,46
53,46
67,46
73,46
83,46
88,46
110,46
111,46
114,46
2,47
6,47
15,47
22,47
32,47
39,47
46,47
60,47
61,47
64,47
100,47
44,48
49,48
53,48
57,48
66,48
75,48
86,48
91,48
92,48
96,48
98,48
32,49
46,49
48,49
53,49
67,49
73,49
83,49
84,49
88,49
110,49
114,49
11,50
24,50
28,50
30,50
51,50
68,50
69,50
78,50
90,50
8,51
21,51
22,51
40,51
50,51
68,51
77,51
78,51
101,51
108,51
111,51
3,52
5,52
40,52
53,52
72,52
74,52
84,52
98,52
102,52
112,52
25,53
46,53
48,53
49,53
52,53
67,53
73,53
83,53
86,53
88,53
110,53
114,53
14,54
18,54
31,54
34,54
38,54
39,54
55,54
61,54
71,54
99,54
6,55
19,55
29,55
30,55
31,55
35,55
54,55
79,55
89,55
94,55
101,55
27,56
57,56
62,56
65,56
70,56
76,56
87,56
95,56
96,56
106,56
1,57
42,57
44,57
48,57
56,57
75,57
86,57
91,57
92,57
112,57
3,58
6,58
17,58
36,58
59,58
63,58
88,58
97,58
101,58
114,58
36,59
58,59
60,59
63,59
66,59
76,59
97,59
113,59
2,60
6,60
10,60
13,60
15,60
39,60
47,60
59,60
64,60
71,60
106,60
18,61
26,61
31,61
34,61
43,61
47,61
54,61
62,61
71,61
92,61
99,61
17,62
20,62
27,62
45,62
56,62
61,62
70,62
76,62
87,62
95,62
105,62
27,63
42,63
58,63
59,63
64,63
65,63
97,63
109,63
112,63
2,64
6,64
9,64
13,64
32,64
47,64
60,64
63,64
100,64
106,64
111,64
17,65
20,65
27,65
56,65
63,65
66,65
70,65
87,65
96,65
113,65
115,65
24,66
44,66
48,66
59,66
65,66
75,66
76,66
86,66
91,66
92,66
112,66
16,67
41,67
46,67
49,67
53,67
68,67
73,67
83,67
88,67
104,67
110,67
114,67
7,68
8,68
15,68
21,68
22,68
50,68
51,68
67,68
78,68
108,68
111,68
4,69
11,69
24,69
28,69
50,69
70,69
83,69
88,69
90,69
91,69
95,69
20,70
27,70
43,70
56,70
62,70
65,70
69,70
76,70
95,70
103,70
113,70
14,71
18,71
31,71
34,71
38,71
54,71
60,71
61,71
72,71
99,71
2,72
3,72
10,72
40,72
52,72
71,72
74,72
81,72
102,72
104,72
107,72
7,73
46,73
49,73
53,73
67,73
74,73
77,73
83,73
88,73
110,73
114,73
2,74
3,74
5,74
10,74
40,74
52,74
72,74
73,74
82,74
84,74
102,74
20,75
44,75
48,75
57,75
66,75
76,75
86,75
92,75
107,75
112,75
20,76
27,76
56,76
59,76
62,76
66,76
70,76
75,76
95,76
96,76
113,76
7,77
8,77
21,77
22,77
51,77
73,77
78,77
82,77
98,77
108,77
111,77
7,78
8,78
22,78
23,78
28,78
50,78
51,78
68,78
77,78
108,78
111,78
19,79
29,79
30,79
31,79
35,79
43,79
55,79
80,79
94,79
101,79
109,79
29,80
37,80
79,80
82,80
85,80
86,80
91,80
93,80
94,80
105,80
110,80
3,81
5,81
10,81
16,81
40,81
72,81
82,81
83,81
84,81
98,81
107,81
7,82
29,82
30,82
39,82
74,82
77,82
80,82
81,82
93,82
94,82
100,82
46,83
49,83
53,83
67,83
69,83
73,83
81,83
84,83
88,83
110,83
114,83
3,84
5,84
10,84
24,84
49,84
52,84
74,84
81,84
83,84
98,84
107,84
6,85
12,85
14,85
26,85
31,85
38,85
43,85
80,85
99,85
44,86
48,86
53,86
57,86
66,86
75,86
80,86
87,86
91,86
92,86
97,86
17,87
20,87
24,87
56,87
62,87
65,87
86,87
95,87
96,87
104,87
113,87
46,88
49,88
53,88
58,88
67,88
69,88
73,88
83,88
89,88
107,88
110,88
114,88
1,89
25,89
33,89
37,89
45,89
55,89
88,89
99,89
103,89
105,89
109,89
5,90
8,90
11,90
23,90
24,90
28,90
50,90
69,90
115,90
29,91
44,91
48,91
57,91
66,91
69,91
80,91
86,91
92,91
93,91
112,91
15,92
35,92
48,92
57,92
61,92
66,92
75,92
86,92
91,92
106,92
112,92
4,93
9,93
16,93
23,93
41,93
80,93
82,93
91,93
104,93
115,93
19,94
29,94
30,94
34,94
35,94
55,94
79,94
80,94
82,94
101,94
17,95
27,95
37,95
56,95
62,95
69,95
70,95
76,95
87,95
113,95
17,96
20,96
27,96
48,96
56,96
65,96
76,96
87,96
112,96
113,96
5,97
11,97
58,97
59,97
63,97
86,97
98,97
112,97
5,98
10,98
40,98
48,98
52,98
77,98
81,98
84,98
97,98
102,98
107,98
14,99
18,99
31,99
34,99
54,99
61,99
71,99
85,99
89,99
100,99
2,100
6,100
13,100
15,100
32,100
39,100
47,100
64,100
82,100
99,100
102,100
1,101
19,101
29,101
30,101
35,101
51,101
55,101
58,101
79,101
94,101
3,102
10,102
40,102
52,102
72,102
74,102
98,102
100,102
103,102
107,102
1,103
25,103
33,103
37,103
45,103
70,103
89,103
102,103
105,103
109,103
4,104
9,104
11,104
16,104
23,104
41,104
67,104
72,104
87,104
93,104
114,104
115,104
1,105
25,105
33,105
37,105
45,105
62,105
80,105
89,105
103,105
109,105
2,106
6,106
13,106
15,106
25,106
32,106
39,106
56,106
60,106
64,106
92,106
5,107
10,107
40,107
72,107
75,107
81,107
84,107
88,107
98,107
102,107
4,108
7,108
9,108
21,108
22,108
51,108
68,108
77,108
78,108
111,108
1,109
25,109
30,109
33,109
37,109
45,109
63,109
79,109
89,109
103,109
105,109
13,110
24,110
46,110
49,110
53,110
67,110
73,110
80,110
83,110
88,110
114,110
7,111
8,111
21,111
23,111
46,111
51,111
64,111
68,111
77,111
78,111
108,111
44,112
52,112
57,112
63,112
66,112
75,112
91,112
92,112
96,112
97,112
17,113
20,113
28,113
59,113
65,113
70,113
76,113
87,113
95,113
96,113
15,114
46,114
49,114
53,114
58,114
67,114
73,114
83,114
88,114
104,114
110,114
1,115
4,115
9,115
16,115
23,115
33,115
35,115
41,115
65,115
90,115
93,115
104,115
